,Name,Symbol,Market Cap
1455,"NFJDividend,Interest&PremiumStrategyFund",NFJ,"$1,911.40"
1456,AtmelCorporation,ATML,"$1,908.80"
1457,FremontGeneralCorporation,FMT,"$1,907.90"
1458,AllianceCapitalManagementHoldingL.P.,ACG,"$1,907.40"
1459,"TaubmanCenters,Inc.",TCO,"$1,907.30"
1460,KansasCitySouthern,KSU,"$1,907.10"
1461,NavistarInternationalCorporation,NAV,"$1,906.90"
1462,ValeroLP,VLI,"$1,906.60"
1463,"InvestmentTechnologyGroup,Inc.",ITG,"$1,899.50"
1464,"FourSeasonsHotels,Inc.",FS,"$1,895.10"
1465,LENNARCORP,LEN/B,"$1,892.90"
1466,SelectSectorSPDRFund-Financial,XLF,"$1,889.60"
1467,iSharesRussell3000IndexFund,IWV,"$1,889.00"
1468,"ValueClick,Inc.",VCLK,"$1,888.50"
1469,"Guess?,Inc.",GES,"$1,888.40"
1470,RiteAidCorporation,RAD,"$1,886.30"
1471,"ColdwaterCreek,Inc.",CWTR,"$1,874.30"
1472,"VarianSemiconductorEquipmentAssociates,Inc.",VSEA,"$1,873.10"
1473,"LincolnElectricHoldings,Inc.",LECO,"$1,871.30"
1474,"JackHenry&Associates,Inc.",JKHY,"$1,867.90"
1475,HUDSONUNITEDBANCORP,HU,"$1,867.80"
1476,"Waddell&ReedFinancial,Inc.",WDR,"$1,865.80"
1477,SBACommunicationsCorporation,SBAC,"$1,864.20"
1478,"SimpsonManufacturingCompany,Inc.",SSD,"$1,863.50"
1479,InternationalBancsharesCorporation,IBOC,"$1,863.30"
1480,Copene-PetroquimicadoNordeste,BAK,"$1,860.60"
1481,TimberlandCompany(The),TBL,"$1,859.20"
1482,SEACORSMITInc.,CKH,"$1,858.10"
1483,"PiedmontNaturalGasCompany,Inc.",PNY,"$1,857.90"
1484,iSharesRussellMidCapValueIndexFund,IWS,"$1,855.20"
1485,CentralEuropeanMediaEnterprisesLtd.,CETV,"$1,847.50"
1486,STERISCorporation,STE,"$1,845.80"
1487,"Friedman,Billings,RamseyGroup,Inc.",FBR,"$1,841.90"
1488,"bebestores,inc.",BEBE,"$1,840.50"
1489,SelectSectorSPDRFund-HealthCare,XLV,"$1,835.20"
1490,"Applebee'sInternational,Inc.",APPB,"$1,828.50"
1491,Stolt-NielsenS.A.,SNSA,"$1,826.00"
1492,DowneyFinancialCorporation,DSL,"$1,823.90"
1493,"Polycom,Inc.",PLCM,"$1,822.90"
1494,"WorthingtonIndustries,Inc.",WOR,"$1,821.80"
1495,"PacificSunwearofCalifornia,Inc.",PSUN,"$1,818.10"
1496,BradyCorporation,BRC,"$1,815.20"
1497,"CommerceGroup,Inc.(The)",CGI,"$1,813.90"
1498,EatonVanceCorporation,ETW,"$1,813.00"
1499,"optionsXpressHoldings,Inc.",OXPS,"$1,811.40"
1500,KyphonInc.,KYPH,"$1,807.70"
1501,NicorInc.,GAS,"$1,806.80"
1502,"Men'sWearhouse,Inc.(The)",MW,"$1,805.50"
1503,"BancorpSouth,Inc.",BXS,"$1,803.50"
1504,"EquityOne,Inc.",EQY,"$1,801.20"
1505,Briggs&StrattonCorporation,BGG,"$1,799.80"
1506,KKRFinancialCorp.,KFN,"$1,799.60"
1507,AktieselskabetDampskibsselskabetTorm,TRMD,"$1,799.30"
1508,"JohnWiley&Sons,Inc.",JW/A,"$1,795.30"
1509,"UnitedAutoGroup,Inc.",UAG,"$1,794.50"
1510,HoustonExplorationCompany(The),THX,"$1,794.20"
1511,CathayGeneralBancorp,CATY,"$1,791.50"
1512,"CORUSBankshares,Inc.",CORS,"$1,790.00"
1513,"WestarEnergy,Inc.",WR,"$1,788.40"
1514,EncoreAcquisitionCompany,EAC,"$1,784.80"
1515,NCEPetrofund,PTF,"$1,782.90"
1516,"ContinentalAirlines,Inc.",CAL,"$1,778.40"
1517,3ComCorporation,COMS,"$1,777.30"
1518,PlatinumUnderwritersHoldingsLtd,PTP,"$1,776.80"
1519,AnixterInternationalInc.,AXE,"$1,771.40"
1520,ReynoldsandReynoldsCompany(The),REY,"$1,771.30"
1521,"MICROSSystems,Inc.",MCRS,"$1,768.60"
1522,CLARCORInc.,CLC,"$1,767.70"
1523,"LifePointHospitals,Inc.",LPNT,"$1,761.30"
1524,NuveenPreferredandConvertibleIncomeFund2,JQC,"$1,761.20"
1525,PerotSystemsCorporation,PER,"$1,758.50"
1526,RegisCorporation,RGS,"$1,757.50"
1527,SVBFinancialGroup,SIVB,"$1,755.90"
1528,QiagenN.V.,QGEN,"$1,753.80"
1529,"BISYSGroup,Inc.(The)",BSG,"$1,750.50"
1530,"KnightTransportation,Inc.",KNX,"$1,741.10"
1531,"LoneStarTechnologies,Inc.",LSS,"$1,739.60"
1532,SelectSectorSPDRFund-Utilities,XLU,"$1,738.80"
1533,ParametricTechnologyCorporation,PMTC,"$1,737.20"
1534,"PMC-Sierra,Inc.",PMCS,"$1,733.50"
1535,EatonVanceLimitedDurationIncomeFund,EVV,"$1,733.20"
1536,GaylordEntertainmentCompany,GET,"$1,733.00"
1537,"IPCHoldings,Limited",IPCR,"$1,733.00"
1538,NektarTherapeutics,NKTR,"$1,732.30"
1539,"PsychiatricSolutions,Inc.",PSYS,"$1,729.70"
1540,"SwiftTransportationCo.,Inc.",SWFT,"$1,729.60"
1541,"Baidu.com,Inc.",BIDU,"$1,729.00"
1542,WestamericaBancorporation,WABC,"$1,727.60"
1543,"VeriphoneHoldings,Inc.",PAY,"$1,726.90"
1544,Amerco,UHAL,"$1,724.10"
1545,CBSCORPNEW,CBS/A,"$1,722.50"
1546,PimcoHighIncomeFund,PHK,"$1,721.90"
1547,"SybronDentalSpecialties,Inc.",SYD,"$1,721.30"
1548,MontpelierREHoldingsLtd,MRH,"$1,721.10"
1549,"CACIInternational,Inc.",CAI,"$1,720.00"
1550,"HeartlandExpress,Inc.",HTLD,"$1,719.30"
1551,GeneralMotorsCorporationSerBConvSrDbsdue2032,GBM,"$1,718.10"
1552,"AmeriGasPartners,L.P.",APU,"$1,715.80"
1553,"UnitedSurgicalPartnersInternational,Inc.",USPI,"$1,713.70"
1554,"WernerEnterprises,Inc.",WERN,"$1,710.80"
1555,BuckeyePartnersL.P.,BPL,"$1,710.40"
1556,GamestopCorporation,GME,"$1,710.00"
1557,Nutri/SystemInc,NTRI,"$1,708.40"
1558,"Abitibi-Consolidated,Inc.",ABY,"$1,707.90"
1559,WhitingPetroleumCorporation,WLL,"$1,705.80"
1560,OdysseyReHoldingsCorporation,ORH,"$1,704.60"
1561,"HighwoodsProperties,Inc.",HIW,"$1,704.10"
1562,LearCorporation,LEA,"$1,702.70"
1563,"aQuantive,Inc.",AQNT,"$1,702.10"
1564,"Quiksilver,Inc.",ZQK,"$1,701.70"
1565,ACUITYBRANDSINC,AYI,"$1,699.50"
1566,Greenhill,GHL,"$1,696.30"
1567,PacificCapitalBancorp,PCBC,"$1,695.70"
1568,"TIBCOSoftware,Inc.",TIBX,"$1,695.30"
1569,"SkyWest,Inc.",SKYW,"$1,692.50"
1570,HanoverCompressorCompany,HC,"$1,689.60"
1571,"PNMResources,Inc.(HoldingCo.)",PNM,"$1,689.50"
1572,GraniteConstructionIncorporated,GVA,"$1,688.00"
1573,UICI,UCI,"$1,685.00"
1574,HeritagePropertyInvestmentTrustInc,HTG,"$1,682.10"
1575,"FirstCitizensBancShares,Inc.",FCNCA,"$1,681.90"
1576,"Fossil,Inc.",FOSL,"$1,681.70"
1577,MedicisPharmaceuticalCorporation,MRX,"$1,681.60"
1578,BerryPetroleumCompany,BRY,"$1,681.10"
1579,CorrectionsCorporationofAmerica,CXW,"$1,680.00"
1580,EatonVanceTaxAdvantagedDividendIncomeFund,EVT,"$1,679.60"
1581,HewittAssociatesInc,HEW,"$1,679.10"
1582,JardenCorporation,JAH,"$1,677.40"
1583,SmedvigAsaAdsCla,SMV/A,"$1,677.40"
1584,DynegyInc.,DYN,"$1,676.50"
1585,NuveenQualityPreferredIncomeFund2,JPS,"$1,676.00"
1586,HealthcareRealtyTrustIncorporated,HR,"$1,673.40"
1587,"FlowersFoods,Inc.",FLO,"$1,672.70"
1588,SonicCorp.,SONC,"$1,672.60"
1589,"PaylessShoesource,Inc.",PSS,"$1,671.20"
1590,"NewAllianceBancshares,Inc.",NAL,"$1,668.40"
1591,BillBarrettCorporation,BBG,"$1,667.80"
1592,"SiRFTechnologyHoldings,Inc.",SIRF,"$1,666.90"
1593,"GRUMA,S.A.deC.V.",GMK,"$1,666.20"
1594,ValeantPharmaceuticalsInternational,VRX,"$1,664.20"
1595,"ArmorHoldings,Inc.",AH,"$1,664.10"
1596,Domino'sPizzaInc,DPZ,"$1,662.40"
1597,"RubyTuesday,Inc.",RI,"$1,661.60"
1598,"Watsco,Inc.",WSO,"$1,660.60"
1599,"Plantronics,Inc.",PLT,"$1,658.40"
1600,"PostProperties,Inc.",PPS,"$1,658.10"
1601,MeritageCorporation,MTH,"$1,654.90"
1602,THQInc.,THQI,"$1,653.90"
1603,Rostelecom,ROS,"$1,651.70"
1604,"FLIRSystems,Inc.",FLIR,"$1,644.20"
1605,"BordersGroup,Inc.",BGP,"$1,643.90"
1606,AeropostaleInc,ARO,"$1,643.20"
1607,BEARINGPOINTINC,BE,"$1,637.60"
1608,BrasilTelecomParticipacoesS.A.,BRP,"$1,637.60"
1609,Hydril,HYDL,"$1,637.00"
1610,"SelectiveInsuranceGroup,Inc.",SIGI,"$1,636.50"
1611,"Nelnet,Inc.",NNI,"$1,634.70"
1612,"QuantaServices,Inc.",PWR,"$1,634.40"
1613,ConveriumHoldingAG,CHR,"$1,634.10"
1614,ABNAMROCAPFDGTRVII,ABN^G,"$1,632.20"
1615,iSharesSmallCap600/BARRAValueIndexFund,IJS,"$1,631.50"
1616,AGCOCorporation,AG,"$1,630.00"
1617,MIDevelopmentsInc,MIM,"$1,627.50"
1618,AvocentCorporation,AVCT,"$1,626.90"
1619,"SyniverseHoldings,Inc.",SVR,"$1,624.70"
1620,"CarboCeramics,Inc.",CRR,"$1,622.50"
1621,DeVryInc.,DV,"$1,622.30"
1622,WasteConnectionsInc.,WCN,"$1,620.60"
1623,Pilgrim'sPrideCorporation,PPC,"$1,620.00"
1624,"MarvelEnterprises,Inc.",MVL,"$1,617.50"
1625,UnitedStationersInc.,USTR,"$1,616.90"
1626,PanAmericanSilverCorp.,PAAS,"$1,616.70"
1627,"UCBHHoldings,Inc.",UCBH,"$1,616.10"
1628,"PowerwaveTechnologies,Inc.",PWAV,"$1,615.90"
1629,GenlyteGroupIncorporated(The),GLYT,"$1,613.90"
1630,OSIPharmaceuticalsInc.,OSIP,"$1,612.90"
1631,"Cymer,Inc.",CYMI,"$1,612.20"
1632,EatonVanceTax-AdvantagedGlobalDividendIncomeFu,ETG,"$1,609.20"
1633,"FloridaEastCoastIndustries,Inc.",FLA,"$1,608.30"
1634,iSharesMSCIPacificEx-JapanIndexFund,EPP,"$1,608.10"
1635,"EGL,Inc.",EAGL,"$1,606.60"
1636,"GlobalIndustries,Ltd.",GLBL,"$1,604.20"
1637,iSharesCohen&SteersRealtyMajorsIndexFund,ICF,"$1,603.60"
1638,CorporateOfficePropertiesTrust,OFC,"$1,603.00"
1639,iSharesNASDAQBiotechnologyIndexFund,IBB,"$1,601.90"
1640,AmericanFinancialRealtyTrust,AFR,"$1,599.90"
1641,SOCIEDADQUIMICAYMINERADE,SQM/A,"$1,599.90"
1642,"CompaniaCerveceriasUnidas,S.A.",CU,"$1,595.70"
1643,"ConexantSystems,Inc.",CNXT,"$1,594.80"
1644,BrookfieldHomesCorp,BHS,"$1,594.40"
1645,ICOSCorporation,ICOS,"$1,593.60"
1646,Pro-AssuranceCorporation,PRA,"$1,591.80"
1647,COLTTelecomGroupplc,COLT,"$1,589.40"
1648,"OceaneeringInternational,Inc.",OII,"$1,587.60"
1649,WellcareGroup,WCG,"$1,586.00"
1650,"FirstMidwestBancorp,Inc.",FMBI,"$1,584.40"
1651,TrustmarkCorporation,TRMK,"$1,580.40"
1652,CousinsPropertiesIncorporated,CUZ,"$1,578.20"
1653,HighveldSteelandVanadiumCorporationLimited,HSVLY,"$1,576.80"
1654,METLIFEINC,MET^B,"$1,575.00"
1655,OpenwaveSystemsInc,OPWV,"$1,574.90"
1656,"AmericanMedicalSystemsHoldings,Inc.",AMMD,"$1,574.40"
1657,"VeritasDGC,Inc.",VTS,"$1,574.10"
1658,iSharesS&PMidCap400/BARRAGrowthIndexFund,IJK,"$1,573.10"
1659,"QuestSoftware,Inc.",QSFT,"$1,571.90"
1660,"WashingtonGroupInternational,Inc.",WGII,"$1,571.20"
1661,"UnitedBankshares,Inc.",UBSI,"$1,570.90"
1662,"IKONOfficeSolutions,Inc.",IKN,"$1,570.20"
1663,"Websense,Inc.",WBSN,"$1,569.10"
1664,"SpeedwayMotorsports,Inc.",TRK,"$1,568.10"
1665,iSharesRussellMidCapIndexFund,IWR,"$1,566.90"
1666,"RockwoodHoldings,Inc.",ROC,"$1,566.30"
1667,"Reader'sDigestAssociation,Inc.(The)",RDA,"$1,565.60"
1668,AMERADAHESSCORP,AHC^,"$1,564.20"
1669,GemplusInternationalS.A.,GEMP,"$1,563.30"
1670,GabelliDividend,GDV,"$1,562.70"
1671,FirstNiagaraFinancialGroupInc.,FNFG,"$1,562.20"
1672,"Gartner,Inc.",IT,"$1,562.10"
1673,ParkNationalCorporation,PRK,"$1,559.50"
1674,"Medarex,Inc.",MEDX,"$1,556.70"
1675,QuanexCorporation,NX,"$1,555.60"
1676,"SunriseSeniorLiving,Inc.",SRZ,"$1,555.20"
1677,ImationCorporation,IMN,"$1,554.80"
1678,StateAutoFinancialCorporation,STFC,"$1,554.60"
1679,"IndiaFund,Inc.(The)",IFN,"$1,553.70"
1680,ViroPharmaIncorporated,VPHM,"$1,553.70"
1681,ActuantCorporation,ATU,"$1,552.90"
1682,"BEAerospace,Inc.",BEAV,"$1,551.90"
1683,"Myogen,Inc.",MYOG,"$1,549.60"
1684,RitchieBros.AuctioneersIncorporated,RBA,"$1,547.40"
1685,"NationwideHealthProperties,Inc.",NHP,"$1,545.10"
1686,"Morningstar,Inc.",MORN,"$1,541.80"
1687,"InternationalCoalGroup,Inc.",ICO,"$1,541.50"
1688,HugotonRoyaltyTrust,HGT,"$1,540.80"
1689,OceNV,OCENY,"$1,540.30"
1690,"AnnalyMortgageManagement,Inc.",NLY,"$1,537.40"
1691,KRONOSWORLDWIDEINC,KRO,"$1,537.00"
1692,INGClarionGlobalRealEstateIncomeFund,IGR,"$1,535.60"
1693,EmulexCorporation,ELX,"$1,535.50"
1694,PHHCORP,PHH,"$1,534.70"
1695,"BenchmarkElectronics,Inc.",BHE,"$1,533.90"
1696,SalomonBrothersFundInc.,SBF,"$1,530.50"
1697,"Ceradyne,Inc.",CRDN,"$1,529.90"
1698,"TexasRegionalBancshares,Inc.",TRBS,"$1,529.60"
1699,Phillips-VanHeusenCorporation,PVH,"$1,529.50"
1700,BowaterIncorporated,BOW,"$1,528.90"
1701,TommyHilfigerUSAInc,TOM,"$1,525.90"
1702,"BigLots,Inc.",BLI,"$1,523.40"
1703,WashingtonGasLightCompany,WGL,"$1,520.40"
1704,"ElectronicsforImaging,Inc.",EFII,"$1,518.10"
1705,"AlphaNaturalResources,inc.",ANR,"$1,515.80"
1706,BPPrudhoeBayRoyaltyTrust,BPT,"$1,514.70"
1707,"CedarFair,L.P.",FUN,"$1,514.20"
1708,MaxReCapitalLtd.,MXRE,"$1,514.00"
1709,WestinghouseAirBrakeTechnologiesCorporation,WAB,"$1,512.70"
1710,GFIGroupInc.,GFIG,"$1,512.60"
1711,PotlatchCorporation,PCH,"$1,504.30"
1712,YanzhouCoalMiningCompanyLimited,YZC,"$1,501.30"
1713,"Netflix,Inc.",NFLX,"$1,498.00"
1714,AberdeenAsia-PacificIncomeFundInc,FAX,"$1,496.20"
1715,DiagnosticProductsCorporation,DP,"$1,496.10"
1716,"AtwoodOceanics,Inc.",ATW,"$1,496.00"
1717,UnitedTherapeuticsCorporation,UTHR,"$1,494.80"
1718,NationalAustraliaBankLimited,NAU,"$1,494.20"
1719,PennsylvaniaRealEstateInvestmentTrust,PEI,"$1,493.10"
1720,MaguirePropertiesInc,MPG,"$1,492.80"
1721,"EarthLink,Inc.",ELNK,"$1,491.80"
1722,"AirTranHoldings,Inc.",AAI,"$1,487.60"
1723,"Talbots,Inc.(The)",TLB,"$1,483.70"
1724,NordsonCorporation,NDSN,"$1,483.20"
1725,"EnergyConversionDevices,Inc.",ENER,"$1,481.90"
1726,"CharmingShoppes,Inc.",CHRS,"$1,474.30"
1727,OlinCorporation,OLN,"$1,474.00"
1728,"Rollins,Inc.",ROL,"$1,468.00"
1729,PartnerCommunicationsCompanyLtd.,PTNR,"$1,466.80"
1730,"OregonSteelMills,Inc.",OS,"$1,466.70"
1731,"GreyWolf,Inc.",GW,"$1,465.70"
1732,"ZymoGenetics,Inc.",ZGEN,"$1,464.20"
1733,VanKampenSeniorIncomeTrust,VVR,"$1,461.70"
1734,"KCSEnergy,Inc.",KCS,"$1,459.50"
1735,"HomeProperties,Inc.",HME,"$1,459.40"
1736,MineSafetyAppliancesCompany,MSA,"$1,458.90"
1737,PerrigoCompany,PRGO,"$1,458.20"
1738,"VentanaMedicalSystems,Inc.",VMSI,"$1,457.10"
1739,Rent-A-CenterInc.,RCII,"$1,455.00"
1740,BanColombiaS.A.,CIB,"$1,452.90"
1741,UMBFinancialCorporation,UMBF,"$1,451.20"
1742,PatniComputerSystemsLimited,PTI,"$1,450.90"
1743,HeadwatersIncorporated,HW,"$1,450.80"
1744,"TesseraTechnologies,Inc.",TSRA,"$1,449.40"
1745,"HumanGenomeSciences,Inc.",HGSI,"$1,441.50"
1746,"AdamsRespiratoryTherapeutics,Inc.",ARXT,"$1,437.90"
1747,CitadelBroadcastingCorporation,CDL,"$1,437.60"
1748,"ModisProfessionalServices,Inc.",MPS,"$1,437.40"
1749,SociedadQuimicayMineraS.A.,SQM,"$1,436.00"
1750,"PhoenixCompanies,Inc.(The)",PNX,"$1,435.10"
1751,KirbyCorporation,KEX,"$1,433.30"
1752,"UniversalCompressionHoldings,Inc.",UCO,"$1,431.60"
1753,SadiaS.A.,SDA,"$1,431.40"
1754,"Entegris,Inc.",ENTG,"$1,428.50"
1755,"ArrowInternational,Inc.",ARRO,"$1,428.40"
1756,PeoplesEnergyCorporation,PGL,"$1,425.30"
1757,AmericanHomeMortgageInvestmentCorp,AHM,"$1,419.70"
1758,EthanAllenInteriorsInc.,ETH,"$1,418.90"
1759,SwiftEnergyCompany,SFY,"$1,418.70"
1760,OldNationalBancorpCapitalTrustI,ONB,"$1,417.80"
1761,SelectSectorSPDRFund-Technology,XLK,"$1,415.50"
1762,EagleMaterialsInc,EXP,"$1,415.00"
1763,"SunstoneHotelInvestors,Inc.",SHO,"$1,412.80"
1764,WHoldingCompanyIncorporated,WHI,"$1,412.60"
1765,"Komag,Inc.New",KOMG,"$1,409.10"
1766,"SilganHoldings,Inc.",SLGN,"$1,408.60"
1767,LancasterColonyCorporation,LANC,"$1,407.90"
1768,Gemstar-TVGuideInternationalInc.,GMST,"$1,406.30"
1769,SemtechCorporation,SMTC,"$1,404.40"
1770,"DressBarn,Inc.(The)",DBRN,"$1,404.30"
1771,"DuquesneLightHoldings,Inc.",DQE,"$1,402.00"
1772,"ANSYS,Inc.",ANSS,"$1,401.30"
1773,"DreamworksAnimationSKG,Inc.",DWA,"$1,400.90"
1774,"InternationSecuritiesExchange,Inc.",ISE,"$1,399.40"
1775,"GuitarCenter,Inc.",GTRC,"$1,396.50"
1776,RLICorporation,RLI,"$1,396.40"
1777,"DRSTechnologies,Inc.",DRS,"$1,395.80"
1778,21stCenturyInsuranceGroup,TW,"$1,394.00"
1779,"InvestorsBancorp,Inc.",ISBC,"$1,393.00"
1780,InterDigitalCommunicationsCorp.,IDCC,"$1,392.60"
1781,"Hilb,RogalandHamiltonCompany",HRH,"$1,392.20"
1782,"Alpharma,Inc.",ALO,"$1,392.00"
1783,"NBTY,Inc.",NTY,"$1,390.20"
1784,WashingtonRealEstateInvestmentTrust,WRE,"$1,389.60"
1785,IamgoldCorporation,IAG,"$1,387.90"
1786,"TridentMicrosystems,Inc.",TRID,"$1,386.90"
1787,InternationalSpeedwayCorporation,ISCA,"$1,386.00"
1788,JackInTheBoxInc.,JBX,"$1,385.80"
1789,MaytagCorporation,MYG,"$1,380.30"
1790,CognexCorporation,CGNX,"$1,380.20"
1791,"MAFBancorp,Inc.",MAFB,"$1,378.40"
1792,"W-HEnergyservices,Inc.",WHQ,"$1,378.20"
1793,"AllianceResourcePartners,L.P.",ARLP,"$1,377.90"
1794,"RFMicroDevices,Inc.",RFMD,"$1,377.70"
1795,"TetraTechnologies,Inc.",TTI,"$1,376.90"
1796,HaemoneticsCorporation,HAE,"$1,376.70"
1797,"GardnerDenver,Inc.",GDI,"$1,373.60"
1798,IntrawestCorporation,IDR,"$1,371.00"
1799,CITIGROUPCAPVIII,C^Z,"$1,370.50"
1800,"SycamoreNetworks,Inc.",SCMR,"$1,370.10"
1801,Roto-RooterInc,CHE,"$1,369.00"
1802,"NuanceCommunications,Inc.",NUAN,"$1,368.10"
1803,"NuSkinEnterprises,Inc.",NUS,"$1,367.90"
1804,"WolverineWorldWide,Inc.",WWW,"$1,367.70"
1805,"DelphiFinancialGroup,Inc.",DFG,"$1,366.30"
1806,AQUILAINC,ILA,"$1,362.90"
1807,"LeeEnterprises,Incorporated",LEE,"$1,362.90"
1808,AlfaCorporation,ALFA,"$1,361.70"
1809,STATSChipPACLtd.,STTS,"$1,361.00"
1810,RemingtonOilandGasCorporation,REM,"$1,360.20"
1811,DeluxeCorporation,DLX,"$1,357.70"
1812,LifeTimeFitness,LTM,"$1,354.40"
1813,"PinnacleEntertainment,Inc.",PNK,"$1,353.80"
1814,"ComstockResources,Inc.",CRK,"$1,352.00"
1815,"P.F.Chang'sChinaBistro,Inc.",PFCB,"$1,352.00"
1816,TechnicalOlympicUSAInc,TOA,"$1,351.50"
1817,ShipFinanceInternational,SFL,"$1,349.20"
1818,"RealNetworks,Inc.",RNWK,"$1,347.50"
1819,StoneEnergyCorporation,SGY,"$1,346.90"
1820,LazardLTD.,LAZ,"$1,344.80"
1821,"IDACORP,Inc.",IDA,"$1,339.90"
1822,"UnitedNaturalFoods,Inc.",UNFI,"$1,339.60"
1823,Dick'sSportingGoodsInc,DKS,"$1,338.40"
1824,"Immucor,Inc.",BLUD,"$1,335.10"
1825,"FreshDelMonteProduce,Inc.",FDP,"$1,333.60"
1826,BeverlyEnterprises.Inc.,BEV,"$1,332.50"
1827,TupperwareCorporation,TUP,"$1,332.40"
1828,"Allete,Inc.",ALE,"$1,332.20"
1829,EAGLEMATERIALSINC,EXP/B,"$1,331.00"
1830,ChittendenCorporation,CHZ,"$1,328.50"
1831,"ValassisCommunications,Inc.",VCI,"$1,327.60"
1832,WellsFargoCapIX,WSF,"$1,325.00"
1833,HancockHoldingCompany,HBHC,"$1,324.60"
1834,"WestwoodOne,Inc.",WON,"$1,324.30"
1835,"OmniVisionTechnologies,Inc.",OVTI,"$1,324.00"
1836,USECInc.,USU,"$1,322.60"
1837,HerculesIncorporated,HPC,"$1,320.40"
1838,StillwaterMiningCompany,SWC,"$1,318.20"
1839,BrasilTelecomParticipacoesS.A.,BTM,"$1,316.50"
1840,"FerrellgasPartners,L.P.",FGP,"$1,311.00"
1841,LongsDrugStoresCorporation,LDG,"$1,310.80"
1842,"ResourcesConnection,Inc.",RECN,"$1,309.90"
1843,GreaterBayBancorp,GBBK,"$1,309.10"
1844,iSharesSmallCap600/BARRAGrowthIndexFund,IJT,"$1,302.30"
1845,"Multi-FinelineElectronix,Inc.",MFLX,"$1,301.90"
1846,Cohen&SteersReitandPreferredIncomeFundInc,RNP,"$1,301.80"
1847,QuilmesIndustrial(Quinsa)S.A.,LQU,"$1,299.70"
1848,"HealthExtras,Inc.",HLEX,"$1,298.90"
1849,"AlerisInternational,Inc.",ARS,"$1,295.70"
1850,AccoBrandsCorporation,ABD,"$1,295.20"
1851,Coeurd'AleneMinesCorporation,CDE,"$1,294.30"
1852,InformaticaCorporation,INFA,"$1,294.20"
1853,BOARDWALKPIPELINEPARTNERS,BWP,"$1,292.80"
1854,"MGIPHARMA,Inc.",MOGN,"$1,291.40"
1855,Curtiss-WrightCorporation,CW,"$1,290.10"
1856,BaxterInternationalInc.,BAX^,"$1,289.00"
1857,AndrxGroup,ADRX,"$1,288.20"
1858,GeneralMaritimeCorporation,GMR,"$1,287.70"
1859,SeniorHousingPropertiesTrust,SNH,"$1,287.60"
1860,ProvidentFinancialServices,PFS,"$1,283.40"
1861,WatsonWyatt&CompanyHoldings,WW,"$1,282.70"
1862,ISharesTrustFTSE-XinhuaChina25IndexFund,FXI,"$1,282.60"
1863,SCHERINGPLOUGHCORP,SGP^M,"$1,282.00"
1864,ThoratecCorporation,THOR,"$1,281.00"
1865,"Casey'sGeneralStores,Inc.",CASY,"$1,280.80"
1866,ScottishREGroupLimited,SCT,"$1,279.70"
1867,"Equinix,Inc.",EQIX,"$1,279.50"
1868,"Net1UEPSTechnologies,Inc.",UEPS,"$1,277.10"
1869,"Alexander's,Inc.",ALX,"$1,277.00"
1870,CorusEntertainmtIncorporated,CJR,"$1,276.50"
1871,WintrustFinancialCorporation,WTFC,"$1,276.40"
1872,"EMCORGroup,Inc.",EME,"$1,275.60"
1873,"GreatAtlantic&PacificTeaCompany,Inc.(The)",GAP,"$1,275.40"
1874,QuinencoSA,LQ,"$1,274.10"
1875,LibertyAll-StarEquityFund,USA,"$1,273.50"
1876,"Orient-ExpressHotels,Ltd.",OEH,"$1,271.50"
1877,"StrayerEducation,Inc.",STRA,"$1,271.30"
1878,ATMIInc.,ATMI,"$1,270.40"
1879,EmpresasIcaSocContrladora,ICA,"$1,270.00"
1880,AnsellLimited,ANSL,"$1,267.00"
1881,CORPBANCA,BCA,"$1,266.20"
1882,"IdenixPharmaceuticals,Inc.",IDIX,"$1,265.70"
1883,"PETCOAnimalSupplies,Inc.",PETC,"$1,264.80"
1884,"SRAInternational,Inc",SRX,"$1,264.80"
1885,NuveenPreferredandConvertibleIncomeFund,JPC,"$1,264.60"
1886,AKSteelHoldingCorporation,AKS,"$1,263.90"
1887,"Bio-RadLaboratories,Inc.",BIO,"$1,260.80"
1888,"GlobalCashAccessHoldings,Inc.",GCA,"$1,260.80"
1889,OMICorporation,OMM,"$1,260.80"
1890,EmbratelParticipacoesSA,EMT,"$1,257.40"
1891,CVBFinancialCorporation,CVBF,"$1,257.00"
1892,ESCOTechnologiesInc.,ESE,"$1,256.80"
1893,"BrooksAutomation,Inc.",BRKS,"$1,256.70"
1894,"AmeristarCasinos,Inc.",ASCA,"$1,256.10"
1895,"BrocadeCommunicationsSystems,Inc.",BRCD,"$1,255.90"
1896,hanarotelecomincorporated,HANA,"$1,255.70"
1897,UmpquaHoldingsCorporation,UMPQ,"$1,254.30"
1898,"BucyrusInternational,Inc.",BUCY,"$1,254.20"
1899,StrategicHotelCapitalInc,SLH,"$1,253.90"
1900,"Linens'nThings,Inc.",LIN,"$1,253.10"
1901,KronosIncorporated,KRON,"$1,252.10"
1902,NewJerseyResourcesCorporation,NJR,"$1,252.10"
1903,BiomedRealtyTrust,BMR,"$1,251.20"
1904,PerdigaoS.A.,PDA,"$1,251.10"
1905,"AppliedIndustrialTechnologies,Inc.",AIT,"$1,251.00"
1906,"Owens&Minor,Inc.",OMI,"$1,249.00"
1907,"UnderArmour,Inc.",UARM,"$1,246.60"
1908,PlexusCorp.,PLXS,"$1,246.40"
1909,LaSalleHotelProperties,LHO,"$1,246.10"
1910,ATPOil&GasCorporation,ATPG,"$1,244.80"
